#ra,dec,Dist,UVel,VVel,WVel,RVel,pmRA,pmDE
14.055,-7.5772,70,-30,-49,-12,3.8,157,-82
14.1675,17.9597,68,-20,-27,-7,-2.8,99,-42
13.7342,-71.0597,127,60,-24,-20,50.8,-61,-41
14.1375,-14.665,128,-16,7,7,-3.6,16,27
13.8425,-68.6278,122,6,-30,-29,40.5,19,-4
14.2904,34.8639,88,24,3,18,-17.8,-51,27
14.0675,-42.6783,86,-12,-10,5,-4.2,38,-7
14.2483,0.4525,113,-5,7,-5,9.0,0,10
14.2992,-36.435,131,42,2,-3,6.1,-58,-34
14.4258,2.0936,119,-33,-15,0,3.7,63,8
14.4321,-15.7869,83,15,1,-9,7.0,-34,-24
14.3596,-39.9467,60,-9,-31,-45,49.3,84,-35
14.3946,-41.2564,81,28,-15,-17,23.0,-39,-60
14.8221,61.91,55,-12,-58,-4,-40.8,162,-21
14.61,24.5219,93,34,17,-11,2.8,-87,-25
14.5404,-15.6825,58,-10,-3,1,0.3,36,10
14.6767,4.2056,61,-5,-15,17,-19.4,47,1
14.7796,39.6186,69,-40,-16,3,7.6,130,17
14.6129,-37.0617,82,-31,-29,-43,44.8,105,1
14.8842,48.9661,58,-4,-6,-8,-0.6,22,-30
14.5237,-57.7003,67,-21,-12,-18,15.4,74,36
14.8992,32.4919,44,-70,-27,-17,23.6,347,-41
14.835,-0.6744,79,-4,-12,-10,6.0,26,-32
15.9112,82.1006,44,54,-17,-31,-51.7,-175,-63
15.0546,11.9353,201,-24,-10,12,-5.6,27,13
15.3446,65.8722,36,-14,-21,-4,-10.1,137,-25
15.2767,60.3583,122,-6,-15,-10,-8.9,22,-19
15.015,-2.0189,91,-15,-30,-10,2.5,68,-45
14.9596,-25.8672,94,10,-45,-16,15.1,37,-96
15.1267,7.3536,75,-1,5,7,-3.2,-5,23
15.1167,-19.3892,84,-30,-46,-6,4.8,128,-56
15.4529,63.6056,149,-9,18,-5,19.7,-4,-7
14.9996,-51.3431,46,17,-2,-14,17.3,-60,-21
15.2112,4.8339,94,-12,-11,0,-0.8,36,-6
15.1596,-18.1189,145,-19,-16,-18,18.1,35,-8
14.7992,-71.6761,198,22,-33,-44,59.6,-1,3
15.2571,-4.6483,40,-1,0,-29,27.5,0,-55
15.3404,11.9125,72,-4,1,5,-2.0,10,16
15.3054,-45.2994,49,-30,-9,14,-15.4,131,21
15.0417,-70.1767,139,-7,26,16,-29.0,-12,12
15.6192,48.4903,139,15,4,-8,-3.2,-23,-12
15.4983,2.5258,107,-51,-21,7,1.7,107,23
15.4462,-19.4192,60,0,-56,-3,-2.2,110,-165
15.6483,27.7478,45,-15,-7,0,2.7,77,7
15.5287,-19.6694,84,-31,-46,-6,5.0,128,-55
15.3292,-60.86,45,-14,-10,-37,31.1,73,97
15.9046,63.6875,57,11,-4,-2,-9.5,-26,-6
15.7096,26.2992,69,-12,6,1,9.0,19,23
15.6775,9.1328,61,-14,-13,-7,5.0,65,-25
15.6154,-21.6106,32,-29,-26,-15,15.7,249,-42
15.5146,-49.6569,97,57,-4,14,-1.3,-96,-83
15.2333,-72.5647,135,-40,-19,4,-6.1,69,5
16.0808,61.58,80,38,-3,-10,-23.8,-80,-25
15.9892,48.8611,60,-31,-14,-14,9.5,114,-48
15.7071,-37.3161,59,57,-1,-15,18.1,-168,-106
15.6829,-47.2875,49,27,-24,-7,18.1,-39,-131
16.0692,54.2042,62,56,-12,-14,-39.1,-136,-61
15.4983,-73.4211,138,-1,-56,5,30.3,50,-52
16.115,29.6586,42,-6,-22,-17,-3.2,84,-115
15.9325,-30.3986,115,-7,-29,-10,12.0,40,-36
16.36,63.7211,55,-35,-58,-39,-28.8,228,-162
16.3579,64.2128,70,39,-26,6,-43.7,-52,23
15.8246,-60.0972,81,60,-7,3,16.5,-118,-93
16.255,43.2733,98,-10,10,-34,24.5,1,-58
16.0087,-40.5306,84,-17,-31,-15,20.0,77,-29
16.21,7.0458,76,-31,-53,-25,8.4,151,-103
16.1562,-5.3217,122,-15,-7,-22,22.2,26,-10
16.2721,14.9461,55,-8,9,8,2.5,7,54
16.1554,-30.4881,87,-36,-9,4,-2.5,84,30
16.2058,-20.7322,117,14,11,8,-9.0,-31,3
16.29,11.3156,119,29,-38,25,-49.7,-2,-38
16.1671,-39.4881,40,84,-67,-3,22.9,-168,-527
16.1954,-43.0639,107,-32,-7,6,-7.2,60,20
16.6588,64.3928,80,13,-8,-21,-14.3,-19,-53
16.4642,20.9642,107,27,-40,-2,-34.6,1,-67
16.5346,35.5158,133,-3,15,-1,12.8,-9,9
16.4854,15.3822,92,8,-35,-11,-14.1,28,-74
16.455,4.9083,46,9,-24,-9,-5.3,26,-120
16.4642,4.9092,44,10,-25,-8,-7.0,28,-126
16.3937,-26.955,155,21,-29,-9,9.2,-2,-49
16.3408,-40.27,55,9,-1,-8,9.0,-27,-16
16.5525,13.2525,50,-34,-20,-8,9.9,164,-17
16.4687,-25.4808,191,-86,4,-12,17.1,75,57
16.4554,-26.3069,76,-25,-42,-42,43.8,116,-59
16.5642,-0.2653,164,-12,-17,6,-7.3,26,-6
16.625,19.4064,119,-5,-32,-35,8.1,36,-76
16.055,-73.3181,135,39,-10,-17,33.2,-43,-15
16.6071,-0.7494,78,-17,-21,-14,10.7,68,-36
16.6521,13.8844,58,-10,-12,-11,6.2,52,-40
17.0679,54.92,8,-48,-162,-38,-98.3,3412,-1600
16.8475,48.0539,90,8,-22,4,-23.0,14,-6
16.8383,43.5233,82,-28,-25,-3,-2.3,96,-16
16.7879,38.6503,115,-22,0,-12,16.6,31,-13
16.5725,-34.7975,79,4,1,13,-12.8,-8,-7
16.8696,41.2586,50,-25,-14,-14,8.6,116,-55
16.7246,-22.2842,144,-7,-8,-19,19.3,14,-6
16.7954,-1.7319,49,-13,-13,1,-1.1,78,-12
16.3258,-72.5539,60,10,-38,11,19.3,50,-118
17.0487,55.1556,85,37,-41,-5,-53.9,-19,-29
16.9946,39.2525,37,7,10,-5,6.0,-66,-13
16.6975,-50.9894,29,-55,-39,-3,6.7,490,12
17.0054,32.0119,42,-23,-37,6,-16.2,204,-29
16.405,-74.3119,219,-34,-19,3,-3.3,37,2
16.9425,-9.7853,48,-34,-12,-16,20.3,149,17
17.0638,28.8678,83,39,-27,-14,-29.3,-44,-89
17.0517,21.9769,32,-36,-53,14,-23.9,401,-47
16.9525,-8.2336,55,-51,-17,-27,34.1,191,19
16.9292,-19.3122,71,10,-60,-20,13.5,73,-169
16.7275,-59.9664,179,-22,-19,4,0.1,34,-5
16.9983,1.9931,47,50,-123,38,-94.7,142,-430
16.8833,-41.7467,34,-19,-30,-10,15.3,197,-63
16.81,-56.1033,81,-12,-40,-21,32.5,82,-29
17.4292,61.5472,130,-132,-478,81,-316.6,629,76
17.0921,5.6497,36,54,-4,-2,-18.8,-248,-165
16.9308,-43.7911,228,-12,-13,7,-4.5,16,-5
17.3954,57.3497,76,45,-25,-10,-45.2,-66,-36
17.1187,-24.2367,72,-60,2,-16,20.5,139,102
16.9525,-55.9697,103,8,-37,-13,28.9,28,-50
17.3967,39.7808,98,-14,17,-28,31.3,-2,-37
17.1904,-25.8611,35,-14,-3,-18,19.2,71,33
17.7112,67.78,57,-48,-47,11,-10.5,248,25
17.3454,22.9097,99,-52,17,-4,37.4,70,49
17.2158,-29.6225,80,-1,-18,-15,16.1,27,-37
17.2412,-30.9292,46,-25,-45,1,4.0,212,-104
17.4871,33.8814,100,-30,-19,6,-0.5,76,8
17.26,-42.4017,104,-13,-9,4,-2.6,32,-1
17.5779,42.0814,53,37,5,-7,-14.4,-135,-40
17.3425,-56.595,97,-43,-47,-1,11.5,135,-20
17.7258,9.5636,40,-37,24,21,8.9,95,236
17.6792,-4.8419,118,14,8,14,-15.1,-27,7
17.5704,-40.6225,59,-38,-18,-9,10.1,144,36
17.8029,-1.2742,93,7,-4,-12,7.4,-9,-27
17.8833,-12.8431,41,16,-10,13,-17.1,-31,-69
18.2242,51.6022,78,0,-26,-18,-16.9,35,-62
17.9762,-14.5544,95,0,5,-16,16.0,-10,1
17.6487,-65.9217,92,-41,-13,6,-9.8,94,19
18.0796,12.2817,34,15,2,-5,-1.3,-86,-51
18.275,41.6542,45,-71,-19,-13,30.5,315,-38
18.1275,2.4714,52,46,7,-20,3.7,-176,-107
18.2596,33.1547,61,42,-6,-12,-21.1,-109,-79
18.125,-9.2236,46,-72,-47,-13,19.9,386,-13
19.1283,79.91,72,41,-28,5,-42.3,-49,60
18.1425,-20.4586,59,20,3,-6,3.3,-68,-34
18.0971,-30.8019,71,1,-28,-9,11.7,43,-69
18.4167,46.6581,84,-2,-55,9,-43.8,87,-15
18.5437,58.8122,43,3,-12,-8,-11.1,19,-47
18.2408,-29.6939,61,2,7,-12,10.9,-24,16
18.5058,34.4925,79,-5,-36,13,-28.2,70,-8
18.4383,7.5781,39,-23,-14,-18,18.1,135,-53
18.5296,25.8275,73,3,-30,-4,-17.6,43,-58
18.465,5.1417,96,-15,-26,3,-7.4,60,-22
18.7425,59.7519,86,-9,-10,-6,-2.0,31,-19
18.6704,47.5494,112,26,-3,-11,-14.7,-37,-25
18.3604,-39.54,53,-34,-16,-9,10.0,143,36
18.5933,-7.9108,24,-33,21,-9,21.5,123,272
18.6,-7.9228,24,-34,22,-9,22.0,125,279
18.0437,-73.9069,65,-39,4,13,-26.1,99,32
18.6221,-5.0472,39,43,-7,6,-20.0,-162,-137
19.0183,61.9072,59,20,-3,-17,-14.4,-58,-56
18.7129,9.7408,85,8,-3,-4,-1.5,-13,-19
19.78,80.8617,140,-25,-19,6,-0.3,48,4
18.7046,-0.9736,44,-27,42,-4,25.8,-15,205
18.88,37.7433,59,14,-15,-3,-17.1,-10,-40
18.7262,-15.8186,51,-20,-21,-2,3.9,118,-27
18.5142,-61.0092,112,20,-13,-17,25.5,-19,-18
18.7962,-45.5317,15,-44,-21,-11,11.7,665,178
18.3396,-74.2772,66,-71,-25,42,-39.4,242,-38
19.1217,42.9392,24,18,-4,0,-13.3,-112,-30
19.0671,16.1664,89,-20,-33,-1,-7.2,84,-33
18.6683,-64.7642,63,25,-114,16,55.8,158,-308
19.2096,21.0517,61,-8,-27,-12,-2.8,73,-76
19.1496,2.7347,89,-14,-25,0,-4.1,62,-27
19.1004,-12.0969,27,-15,-9,-6,7.9,135,-6
18.9375,-53.7156,48,-25,-11,1,-0.8,116,26
19.2708,29.9925,117,-38,5,0,23.3,50,21
18.7537,-68.8189,21,-35,-23,-6,6.1,417,76
19.2458,-2.2789,30,-21,-35,-10,5.5,259,-142
19.3067,10.5964,71,-8,8,-19,21.8,1,-9
19.3346,4.6647,67,-22,-19,-3,3.2,89,-17
19.3446,-5.6325,49,-30,-23,-4,6.9,160,-19
19.5433,-26.8619,77,18,-19,-41,39.8,-20,-71
19.6712,-0.8675,28,-36,-54,-23,16.0,434,-249
19.6842,-26.5017,40,-59,5,-9,14.6,229,205
20.1538,54.9622,33,16,0,-13,-8.2,-92,-82
20.0179,36.6308,65,58,-29,-24,-42.6,-103,-142
19.9283,12.1456,90,-12,-3,-7,8.6,25,-4
19.8708,-24.9511,53,22,-22,-11,9.4,-23,-123
19.8275,-34.4903,67,-16,1,-26,25.8,31,43
19.8117,-43.6297,32,17,-45,-28,41.4,66,-240
20.2646,51.9836,60,-73,-44,-22,13.3,288,-105
20.0121,-9.8836,49,0,-15,-19,15.5,28,-75
19.9904,-15.8142,51,3,-28,-11,7.3,53,-107
19.8888,-39.3625,39,-5,7,-4,2.3,-3,51
20.0337,-2.4908,149,-4,-11,-5,2.6,13,-12
20.2662,38.0342,49,-62,-25,4,16.6,278,16
20.265,25.1583,51,-10,-33,-14,-5.9,107,-107
20.125,-19.9489,29,3,-38,3,-4.5,148,-234
19.9929,-57.3489,164,-43,-6,-22,11.9,46,40
20.0829,-48.6764,73,-31,-11,-20,18.5,84,51
20.2488,-38.5264,116,13,21,-9,3.9,-44,19
20.1162,-57.3383,49,-51,0,11,-20.1,180,98
19.9387,-68.8981,53,-14,10,-26,9.3,12,120
20.51,15.7892,104,-17,-24,-15,6.6,53,-39
20.4987,15.1769,59,-64,-35,4,10.3,259,15
20.5742,18.6825,26,-57,-38,4,5.4,557,-4
20.8392,58.1428,58,-33,-18,-20,7.0,126,-89
20.6029,22.0864,51,28,-24,27,-45.2,-19,-10
20.4442,-24.1278,75,-30,-8,-22,25.3,73,27
19.7571,-77.0306,77,-33,-38,-15,22.3,129,22
20.8583,52.8069,122,-29,-48,7,-21.1,90,-5
19.8371,-76.1489,107,-9,-24,-15,22.0,39,6
20.6796,17.1969,51,18,1,16,-19.4,-55,21
20.5317,-26.8931,31,24,-23,-22,20.8,-59,-224
20.6808,10.3694,55,35,-7,-9,-11.4,-97,-95
20.6267,-19.0811,59,31,-2,-1,-4.8,-83,-70
20.7362,7.4192,45,-45,30,15,18.4,95,230
21.6183,77.6786,131,3,-11,-12,-13.6,5,-15
21.0142,54.3589,58,24,6,-12,-7.6,-88,-36
20.6008,-43.6025,79,-45,-18,-2,4.2,123,36
20.7533,-16.4872,37,38,-11,-1,-8.3,-137,-177
20.7217,-20.7364,108,-35,-18,15,-9.6,79,15
20.5787,-56.7314,117,16,-10,5,4.1,-11,-33
20.9617,17.8183,49,-4,-23,5,-13.0,76,-41
21.1167,39.0619,31,-33,-10,-6,14.5,212,-28
20.9617,-5.8189,63,50,-36,-9,-15.9,-66,-191
20.5587,-65.3031,142,-22,-52,-40,53.5,64,8
21.1279,22.0381,164,2,-14,-1,-8.2,9,-12
21.1054,6.4842,60,-39,-19,-8,15.5,146,-2
21.2779,45.6083,237,23,-17,-16,-22.2,-9,-20
20.905,-41.2697,56,-1,-24,4,2.4,57,-70
21.195,20.1586,98,-40,-25,31,-13.4,110,44
21.6829,70.3872,112,13,-2,-3,-9.5,-17,0
21.0854,-6.9144,45,-14,3,-29,31.8,27,-1
20.8383,-57.4806,49,-10,-22,0,8.3,90,-36
21.3021,28.5667,44,-44,-37,-30,18.6,253,-158
21.0512,-31.8119,50,-21,-40,-13,19.6,166,-77
21.3,22.9672,157,-16,-20,4,-5.8,34,-5
21.3925,31.5503,63,-44,-24,-15,17.5,158,-48
21.43,36.3572,71,-1,-8,-17,2.4,10,-55
21.4104,31.5461,58,-41,-21,-15,17.1,155,-50
21.3983,23.5114,77,0,-19,3,-13.1,32,-24
21.205,-27.8389,40,-25,-85,-75,84.3,322,-276
21.3337,1.4608,39,-5,-16,-4,0.6,68,-61
21.5775,43.4575,41,-34,6,-18,31.2,108,-59
21.5362,34.5794,38,-41,-21,-16,17.3,238,-87
21.6796,43.6917,62,-39,-17,-10,14.0,134,-39
21.375,-24.7194,99,34,-38,23,-25.9,-3,-107
21.5633,19.1722,26,6,-2,6,-7.7,-25,10
21.7242,37.4919,54,11,-12,-16,-8.4,-14,-82
21.5796,-4.6739,75,58,-9,2,-23.0,-113,-102
21.7762,34.3775,42,-33,-11,-3,13.7,162,-6
21.7283,26.5131,117,-25,-24,14,-8.7,66,9
21.8096,39.6542,110,30,-6,-26,-12.2,-45,-57
21.3329,-59.4986,158,-49,-25,5,-2.9,73,13
21.9137,45.4067,28,-45,-22,-11,14.7,355,-107
20.8575,-76.6117,48,-11,-24,-1,12.2,101,-21
21.8354,29.7708,65,-17,-30,-6,-5.7,99,-52
21.4837,-47.8986,38,18,-20,-7,15.4,-19,-130
21.7563,-0.1575,30,-14,-59,-29,13.2,298,-358
21.705,-29.4747,41,17,-35,-22,24.0,22,-192
21.9158,5.3528,72,33,-34,-9,-18.5,-20,-128
21.8546,-20.3517,92,-12,5,-11,13.0,13,23
22.1429,42.2675,34,-10,-4,-17,8.8,52,-99
22.0796,30.5575,44,3,-19,-4,-11.9,43,-63
21.8633,-25.9367,42,18,-20,-26,24.7,-30,-141
21.9004,-25.3325,145,-23,-27,9,-4.7,53,-10
22.1012,17.0792,50,-24,-17,-8,9.1,118,-35
21.7596,-55.0817,99,45,-2,-16,23.4,-78,-42
22.1142,7.9581,94,-39,-30,1,5.0,111,-9
22.0242,-17.2614,66,-16,-6,-18,20.9,44,3
22.0304,-28.0511,56,-36,-7,-26,30.1,109,61
22.36,42.2817,46,-18,-28,-6,-6.6,138,-61
22.27,21.7231,23,-45,-30,-22,21.7,457,-185
22.365,30.8944,102,-3,-33,-44,3.6,32,-108
22.2625,7.2939,70,18,-10,-6,-6.7,-28,-56
22.0358,-52.6386,37,-9,-19,-1,7.1,104,-44
22.2392,-17.9372,77,-19,-17,7,-3.5,72,-5
22.4262,17.0989,84,-50,-16,-14,27.9,117,-6
22.4525,23.6903,46,39,-28,22,-50.8,-49,-49
22.7108,47.5647,43,-26,-15,-18,9.7,133,-103
22.4733,-5.5958,103,-18,-22,5,-3.4,57,-12
22.6629,25.9147,64,0,6,17,-6.7,-3,55
22.4992,-22.5242,59,-22,-33,-27,30.7,117,-55
22.6412,5.3708,92,17,-27,9,-24.7,10,-51
22.4425,-40.8458,83,-68,-34,-20,26.6,181,54
22.3692,-51.5017,85,42,-98,34,15.0,76,-266
22.8312,29.4131,45,-34,-24,-17,14.6,180,-87
22.6038,-29.2586,35,-16,36,31,-33.5,-25,222
22.8079,-10.8964,58,-22,10,-36,41.6,20,36
23.0537,32.5419,119,-11,-9,-19,10.5,20,-32
23.2587,53.0336,51,-29,-47,15,-20.4,220,13
22.7563,-51.2153,90,-24,-64,1,21.7,135,-71
22.6921,-59.6592,63,-22,-25,7,2.0,112,-23
23.2404,33.8528,109,-47,14,-2,38.3,55,25
23.4375,56.81,106,-18,-6,-25,8.5,27,-53
22.8858,-43.8464,85,-26,-25,4,2.5,89,-8
23.0675,-18.5661,57,-6,-17,-26,26.1,41,-50
23.0825,-30.6808,213,29,-74,106,-96.8,38,-81
22.8421,-58.7197,59,-59,-95,-3,37.1,368,-87
22.8971,-53.3692,68,-22,-22,-26,29.4,84,30
23.2196,4.7744,70,-7,-2,-10,11.2,15,-11
22.8904,-59.5925,71,-48,-35,4,3.8,176,13
23.3292,23.9756,33,-7,9,-3,10.9,0,28
23.1371,-49.5281,52,-22,-28,20,-9.5,151,-54
23.3158,-24.1778,19,-11,-26,1,2.2,273,-159
23.1513,-49.7275,81,27,-15,6,3.2,-29,-77
23.4283,-7.0253,30,-8,-27,14,-15.3,177,-82
23.3212,-38.245,57,13,-2,4,-3.9,-31,-38
23.2221,-52.6156,59,-58,-12,-2,-1.4,189,101
23.5312,2.4461,108,16,-33,-55,29.8,-3,-115
23.4663,-21.0342,71,10,-29,-7,5.5,26,-90
23.3171,-47.3058,56,-22,41,-38,18.6,-51,208
23.7417,33.1178,48,27,-26,-16,-24.9,-35,-134
23.3613,-43.9011,35,-33,-19,-10,13.7,217,56
23.5808,-8.4575,119,23,-21,-28,15.0,-17,-66
24.0675,59.4592,115,8,-21,-13,-21.0,8,-28
23.7033,0.9447,37,3,-64,3,-22.7,209,-271
23.8608,26.6842,117,0,-23,-24,0.2,18,-58
23.7858,-23.4472,102,-41,7,-25,31.5,48,60
23.7542,-29.9103,24,-18,-2,-32,33.5,86,97
23.8596,-13.3808,37,-40,-19,-2,10.9,240,40
24.0117,7.6453,75,5,9,1,0.3,-25,13
24.1992,41.4053,13,29,-23,-13,-28.9,-173,-381
24.0842,-16.0164,83,3,1,-9,7.8,-13,-8
23.9604,-39.9469,38,12,-4,-8,9.0,-45,-48
23.8125,-58.1394,41,-39,-38,12,1.0,284,-34
24.435,48.4125,65,-38,-24,12,4.2,150,16
24.0417,-29.3922,47,9,8,-13,10.5,-62,6
24.035,-29.9072,62,-31,-10,2,3.0,105,38
24.2746,12.1414,34,9,8,-1,-0.4,-75,10
23.9246,-55.2378,48,-52,5,-18,4.6,149,189
24.3925,22.5747,102,-66,-20,-18,37.4,124,-13
24.4112,22.5569,140,-68,6,-22,54.9,68,10
24.52,30.7897,80,-100,-45,10,27.5,282,16
24.6058,46.4256,80,41,-26,-20,-39.7,-51,-76
24.42,12.0783,26,-1,-18,19,-21.5,122,6
24.4954,22.7158,147,-25,-13,-3,9.7,38,-5
24.2858,-29.3931,34,-30,-38,-2,11.0,287,-70
23.92,-65.2936,49,-1,-21,6,6.3,63,-63
24.5096,21.8861,91,-25,-32,-28,15.1,77,-75
24.3975,-6.7603,24,-13,-19,-11,11.1,172,-98
24.4071,-9.4036,38,-61,-9,-31,47.5,259,93
24.9254,65.1606,44,56,-38,47,-62.2,-50,254
24.6612,44.1442,95,25,-2,-2,-17.0,-40,-9
24.4875,9.7633,127,7,-10,11,-15.9,5,-5
24.4217,-25.5678,92,8,-12,21,-20.5,11,-32
24.2808,-48.2908,79,39,-25,-23,33.9,-51,-92
24.9,45.8775,21,-17,-19,-18,1.8,216,-228
24.6862,-5.7353,53,29,8,-14,3.6,-119,-54
24.2942,-61.935,131,-43,1,-9,-3.1,50,50
24.8996,28.1108,34,-101,-4,3,55.8,501,147
25.4071,66.9097,37,-113,-64,-21,17.5,694,-266
24.7154,-21.2753,70,-43,-17,-6,15.5,128,35
24.7408,-27.2519,39,-38,-29,11,-1.8,268,5
24.6279,-42.9278,84,16,8,14,-14.8,-36,-20
24.4729,-60.5114,39,9,-16,-30,35.2,-15,7
24.9329,3.4553,98,1,-5,13,-12.8,11,6
24.7579,-33.4681,93,19,-45,-19,26.0,22,-101
24.6775,-44.5942,81,-20,5,-11,8.2,26,50
25.5267,69.0858,47,-39,-16,8,11.5,183,-8
25.1083,34.3389,69,2,-31,-5,-18.4,50,-59
25.2525,49.1039,73,14,-27,8,-30.6,20,-2
24.9775,-9.9722,47,-57,-15,4,12.9,240,92
25.0292,-0.2422,115,10,-21,37,-41.9,22,-7
24.7021,-53.4389,118,18,-12,13,-3.3,-8,-44
24.7333,-58.58,126,-17,-8,-14,12.8,26,21
25.4462,42.6133,13,-39,-32,0,3.0,807,-152
25.3262,25.7456,56,-21,-25,-3,0.3,118,-41
25.3262,25.7456,56,-27,-20,-8,9.7,118,-41
25.1483,-16.2925,62,2,-38,-14,11.3,66,-115
25.405,36.5592,103,40,-24,14,-46.4,-28,-8
24.9479,-56.1933,8,-5,-17,-15,20.2,303,-14
24.9479,-56.1964,8,-5,-18,-16,21.5,303,-14
25.3487,6.0458,37,3,-17,-7,-0.9,37,-98
25.1517,-36.4836,35,3,-39,-35,42.8,91,-156
25.5233,32.7669,176,-29,-15,14,2.3,41,12
25.2912,-21.7197,125,7,-24,6,-6.2,17,-38
25.4367,-11.3244,37,38,-63,-9,-10.5,43,-417
25.3637,-31.8083,68,-9,-65,-20,32.0,134,-132
25.6237,20.2683,7,34,-25,4,-34.2,-301,-674
25.3637,-38.1328,42,-15,-1,-13,12.9,51,57
25.6046,-2.1603,96,-32,-33,-15,19.1,92,-34
25.5983,-6.7547,86,23,-8,-1,-9.1,-32,-46
25.5621,-17.8886,49,-99,-75,34,-8.5,555,21
26.0583,54.8864,45,5,9,-6,3.8,-50,-16
25.3108,-67.6769,71,4,-142,122,-6.1,320,-454
25.8096,-21.6197,33,-7,-7,-8,9.4,50,-11
25.6221,-53.7406,17,-1,-26,-18,27.5,171,-105
26.5225,63.8153,70,-7,-23,-7,-14.0,54,-33
25.6542,-58.4131,44,4,-15,-9,15.6,21,-37
26.2325,20.0831,33,37,-29,17,-46.6,-44,-106
26.0167,-15.9372,4,20,32,13,-17.1,-1722,854
26.1058,-11.2978,69,-37,1,-10,21.6,78,59
25.6075,-66.8425,139,-9,-27,4,10.5,37,-18
26.0929,-20.5961,58,60,-59,-16,3.6,-47,-307
25.7958,-58.01,41,45,-2,14,-2.9,-157,-186
26.1204,-33.8425,47,-5,-24,15,-8.8,95,-75
26.6962,59.1561,70,29,-6,-20,-22.4,-68,-52
26.4575,26.3994,157,-11,-15,-12,5.2,21,-20
26.9367,63.8522,10,-25,-17,-5,2.5,583,-246
26.5817,40.9831,74,-31,-17,-8,11.2,93,-33
24.4812,-82.9747,27,-20,-3,-9,-1.1,122,121
26.6833,33.1625,83,17,-6,-3,-12.8,-26,-21
26.4112,-25.0525,27,-12,-21,-9,13.1,159,-72
26.6867,25.9181,54,58,-19,-4,-43.5,-127,-111
26.5042,-27.3486,43,-10,-20,-1,5.0,97,-46
26.95,46.2297,59,-6,-4,-15,5.0,15,-57
26.3329,-56.1078,74,14,2,6,-4.1,-30,-28
26.5537,-46.9478,79,36,6,12,-11.2,-75,-61
27.95,75.5894,107,-34,-23,-12,-1.4,73,-43
27.0867,17.0225,88,-5,25,3,12.3,-26,48
27.1729,32.69,27,24,16,39,-24.3,-154,294
27.1521,22.4017,103,14,16,11,-7.1,-38,29
26.9096,-26.75,39,40,-33,-26,22.2,-85,-276
26.6637,-61.3908,127,35,3,-19,21.0,-54,-16
27.3171,35.4403,58,-27,-3,-34,30.6,52,-98
26.9187,-43.9711,78,-10,-22,-15,21.3,50,-13
27.1792,-23.8697,142,-35,-21,-3,12.1,57,8
27.0854,-41.495,48,-94,-45,-22,36.0,414,154
28.0437,70.7514,81,-7,-4,11,3.0,27,21
27.4958,27.4644,119,-12,7,-22,23.3,-1,-19
27.5325,29.4644,27,30,-24,13,-39.9,-35,-63
27.3471,-10.7033,23,20,2,-2,-5.0,-150,-91
27.1696,-38.6575,92,45,-19,-13,16.0,-57,-94
27.1529,-44.1033,86,1,-31,-55,62.0,17,-19
27.7379,51.9333,45,4,-26,-18,-18.6,40,-115
27.6242,38.3031,71,21,-62,-2,-53.4,66,-92
27.6358,-9.3506,310,-371,-124,96,35.3,256,94
27.5996,30.8033,95,2,-21,-12,-7.4,20,-47
27.4829,7.2233,100,25,-19,-9,-11.6,-18,-61
27.3962,-10.6864,24,19,2,-6,-0.9,-148,-96
26.3496,-77.3567,139,-11,-11,0,3.1,22,2
27.7208,35.845,83,-17,-1,-10,14.7,29,-19
27.5642,-6.7039,43,-42,-21,4,10.0,226,37
26.6567,-74.7386,86,-31,-9,-45,24.9,47,110
27.4533,-38.4028,27,-24,22,-22,15.8,-2,279
27.3979,-46.7686,49,-20,5,-21,16.9,29,101
27.7167,6.5283,85,-13,-55,-24,9.0,95,-116
27.62,-12.3425,56,-6,-4,-12,13.2,16,-12
27.4908,-35.54,76,41,-12,-42,39.8,-91,-85
27.08,-70.0694,75,-27,-96,-20,66.2,212,-49
27.8842,18.5081,108,23,-17,20,-34.3,-3,-8
28.0929,37.4297,56,6,-9,-32,3.5,-25,-125
25.7329,-83.3669,67,16,-16,-4,21.0,-11,-31
27.8108,-30.9025,69,-68,-29,-9,24.3,204,70
27.6542,-54.0094,69,-58,-46,-9,22.6,214,40
27.9187,-16.3175,55,19,-90,-49,40.6,119,-351
28.2946,37.3211,85,14,-12,-11,-12.1,-14,-42
28.2704,29.5786,20,14,-22,-10,-16.2,12,-235
27.9675,-37.0419,95,-20,8,-1,0.1,21,43
28.0558,-27.7558,119,-22,-10,-2,7.4,39,11
28.4121,39.8831,63,-64,40,-15,74.1,65,29
28.2754,-1.3267,38,64,-30,-21,-16.7,-187,-351
28.2104,-19.5069,54,13,-23,6,-8.1,23,-98
28.1375,-30.2881,255,-20,-16,-12,17.9,18,1
28.3746,12.6822,108,13,-4,-18,4.6,-22,-37
28.1754,-27.2453,75,14,5,-25,20.6,-53,-16
28.4821,25.7761,125,-73,-32,-30,46.2,114,-42
28.8162,57.0264,79,-26,-6,-16,14.2,50,-54
28.49,10.6139,42,59,-22,-30,-17.1,-185,-285
26.9433,-80.1761,62,37,-14,-10,30.1,-71,-57
28.5496,9.9506,85,-28,-25,-38,35.4,68,-72
28.9475,55.5756,75,-19,-15,-18,3.6,54,-66
28.7808,28.7978,70,-2,-14,-5,-4.1,28,-35
28.7008,3.3936,88,-37,-19,2,11.7,94,9
28.7017,-6.5922,98,-18,-32,-17,18.4,63,-45
29.1179,45.9694,88,23,-43,-5,-43.8,23,-49
